MYC2,ANAC072,ZFHD1,HOS1,SIZ1,WRKY18,WRKY40,AREB1,AREB2 ,ABF1,ABF3,DRIP1,MAP3K15,MKK4,MPK6,WRKY59,RD20,ICE1,MYB15,DREB1A,DREB1B,DREB1C,WRKY60,MYB2,ANAC019,ANAC055,RD22,ATAF1,DREB1D,ERD1,DREB2A,RD29A
AT1G32640,AT4G27410,AT1G69600,AT2G39810,AT3G25910,AT4G31800,AT1G80840,AT1G45249,AT3G19290,AT1G49720,AT4G34000,AT1G06770,AT5G55090,AT1G51660,AT2G43790,AT2G21900,AT2G33380,AT3G26744,AT3G23250,AT4G25480,AT4G25490,AT4G25470,AT2G25000,AT2G47190,AT1G52890,AT3G15500,AT5G25610,AT1G01720,AT5G51990,AT5G51070,AT5G05410,AT5G52310
8.973684,8.010026,6.998413,7.380894,7.572852,8.040394,8.268555,7.162435,7.706836,7.615513,8.248633,6.957764,6.957357,7.291541,8.096413,6.496419,8.757394,7.370226,7.158579,8.093506,8.844336,7.495931,7.109809,7.030029,7.22522,6.964355,10.60547,7.338867,7.11792,8.791748,7.24056,10.20651
9.711451,8.213021,7.119019,7.399937,7.647949,8.365589,8.991333,7.755452,8.092773,7.702358,8.247526,7.093164,6.798096,7.53771,7.711381,6.949544,7.508789,7.172526,7.020883,7.521484,8.591406,7.75944,6.961806,6.852417,7.676025,6.930786,10.33075,7.727946,7.542236,7.971959,7.73546,9.225816
9.298674,7.479362,7.754517,7.522077,7.704492,7.644265,8.479004,7.436198,7.572396,7.60498,7.741081,7.128516,6.987874,7.408353,7.837447,6.742513,8.15053,7.23329,7.27201,7.321289,8.321289,7.216634,7.135742,7.027344,7.624268,6.86377,9.578651,7.330404,7.201416,8.534249,8.054688,9.288086
8.761822,8.134375,7.815552,7.36942,7.130078,7.733665,8.917847,7.626628,7.412044,7.774344,7.86263,6.966602,7.075765,7.638972,7.671786,6.666016,7.174107,6.82487,7.223107,7.148926,8.34043,7.229655,7.088216,7.218506,7.471924,6.925903,10.39491,7.440837,7.149658,7.942697,8.164714,9.523955
8.767681,8.118099,7.724121,7.341064,7.464453,7.069957,8.129883,6.933675,7.500586,7.538365,7.498503,7.162646,6.847005,7.179913,7.776012,6.649414,7.82952,7.130968,6.97476,7.664795,8.222461,7.695638,7.069119,7.094849,7.605347,7.03894,9.173753,7.689209,7.301025,8.404436,7.626736,8.384536
9.277241,7.873958,7.687256,7.24578,7.785059,7.673295,9.124146,7.511068,7.682487,7.94894,7.588411,7.025488,7.058431,7.467248,7.361062,6.651367,7.504883,7.13151,6.967773,7.294434,7.951367,7.364583,7.106011,7.258423,7.295654,6.78833,10.51255,7.591227,7.124512,7.979248,8.146376,7.964384
8.341386,8.123112,7.792969,7.382673,7.834863,7.529297,8.051147,7.306722,7.524284,7.645299,7.616211,6.906543,6.970215,7.219201,7.714311,6.732422,7.603097,6.997179,7.059871,7.352539,8.087109,7.446777,6.930773,7.165405,7.566284,7.104736,9.057091,7.484701,7.036133,8.374651,7.744575,8.520967
9.229235,9.365495,7.902954,7.390695,7.76416,8.439098,8.419556,7.725749,7.758919,7.731585,7.684505,6.980713,6.842936,7.323017,7.681019,6.577799,8.327288,7.181966,7.052659,7.300049,8.279492,7.139811,6.926758,7.297119,8.434326,7.230835,9.340895,8.164795,7.077637,8.25007,8.196723,8.424862
9.015676,7.679492,7.395386,7.383196,7.564844,8.109286,8.415894,7.449788,7.440625,7.906041,7.580143,7.003906,6.785645,7.224084,7.562322,6.67513,7.657087,7.136502,7.151367,7.368652,8.752148,7.660645,7.029514,7.166626,7.298462,6.722656,9.102013,7.580973,7.034668,8.3991,7.916884,8.847082
9.165964,7.581901,7.898071,7.459473,7.632617,8.153143,8.881714,7.384033,7.78737,7.874023,7.87819,7.096387,6.943115,7.539363,7.290394,6.765625,7.760882,7.08138,7.189603,6.958008,8.184961,7.097168,7.297309,7.008301,7.410522,6.854492,9.437951,7.600586,7.432129,7.869106,8.141059,8.355239
8.972091,7.666406,7.461548,7.341971,7.673438,7.560281,8.476563,7.294352,7.207943,7.595424,7.777865,6.885352,6.982096,7.05649,7.561346,6.914388,7.605608,7.318902,7.087139,7.359375,8.596094,7.602051,6.928494,7.164551,7.714478,6.761475,9.769907,7.856038,7.436768,8.50708,7.91059,9.407399
8.596423,7.479753,7.816772,7.282959,7.392188,7.879705,8.260254,7.229329,7.363151,7.696429,7.42832,7.002734,6.992025,7.627329,7.634499,6.739909,7.268973,7.1773,6.934495,7.197998,8.346094,7.440267,7.045681,7.028564,7.265259,6.82251,9.554162,7.66154,7.207764,7.87643,8.224284,8.313821
9.235454,7.703906,7.28418,7.689383,7.74209,8.113192,8.704102,7.187174,7.614909,7.849749,7.49349,7.039111,6.713542,7.374023,8.017134,6.628581,7.385045,7.140625,7.775316,7.337402,8.627539,7.575521,7.032227,6.989624,7.719971,6.788818,9.229642,7.528646,7.099609,8.608956,7.71441,9.170669
9.36801,8.089128,7.187256,7.469343,7.845996,8.943271,8.87915,7.592529,7.428451,7.577079,7.639844,7.135449,6.884684,7.697566,7.633789,6.753255,7.899414,7.112088,7.05296,7.183594,8.196289,7.358887,7.0523,6.936401,8.283325,6.947998,10.14724,8.12679,7.375244,8.305908,8.596246,9.574334
8.76028,7.841406,7.948975,7.216309,7.411426,7.472745,7.807617,7.032715,7.373633,7.298758,7.81582,7.100146,7.10498,7.352088,7.430575,6.617513,7.491908,6.860352,7.107272,7.270264,8.075391,7.219727,7.184028,7.149902,7.354248,6.654785,9.250225,7.395182,7.350586,8.259417,7.3074,8.142061
9.034899,7.985872,7.732544,7.270996,7.407227,8.013317,8.495239,7.682048,7.442578,7.123256,7.873242,7.072607,7.148926,7.286659,7.343572,6.994466,7.516602,7.152235,7.187876,6.920166,7.75293,7.222819,7.075304,7.111328,7.13623,6.741821,10.33609,7.744629,7.389893,7.745675,7.706597,8.238396
8.951686,7.972266,7.675293,7.322405,7.275391,7.286932,7.530396,7.194906,7.552214,7.212542,8.301758,7.013477,6.879395,7.157752,7.744318,6.6875,8.368443,7.164171,7.076848,7.178711,8.063477,7.369303,7.264974,7.186646,7.218872,6.866699,10.30386,7.339437,7.389404,8.122349,7.369575,8.882353
8.829513,8.249154,7.521362,7.441476,7.591797,7.190607,8.353027,8.344401,8.129102,7.541225,9.096484,6.953223,6.935221,7.301082,7.590199,6.617188,8.404018,7.114692,7.174579,6.813232,7.875781,7.113607,6.905599,7.378906,7.370361,6.729492,11.08526,7.706299,6.766357,8.172956,7.345052,8.638672
9.379317,8.10013,7.039551,7.334821,7.721777,8.107067,8.855469,7.349202,7.46582,7.674456,8.563542,6.964648,7.002441,7.589543,7.898349,6.860677,9.101842,7.176975,8.145959,7.61084,8.849609,7.743327,7.098307,7.381836,8.378052,7.002319,10.36306,7.506999,7.07373,8.80678,7.837457,9.249713
9.619757,8.855143,7.564087,7.457589,7.442285,8.492987,9.136475,8.370117,8.358789,7.564104,8.350521,7.006934,6.939697,7.559946,7.639648,7.051758,8.041295,6.928819,7.114333,7.206543,8.167773,7.622559,7.091254,7.269531,8.045044,7.276001,11.18014,8.414388,7.116211,8.380127,8.50217,8.221852
8.848222,7.672135,7.427246,7.392334,7.458789,7.78267,7.677246,7.002116,7.398633,7.371303,7.571745,7.139063,7.074788,7.119516,7.730735,7.077799,8.28976,7.199436,7.023212,6.825684,8.088867,7.070313,6.992079,7.283691,7.193359,6.778931,9.482797,7.370117,7.138184,8.290074,7.081814,8.030159
9.270302,8.057682,7.796631,7.323835,7.458984,9.115678,9.097534,7.582764,7.991927,7.104562,8.378711,6.903711,7.120931,7.369216,7.70348,6.867839,7.779715,7.077148,7.206806,7.640625,8.330859,7.472656,6.981879,6.838745,7.423462,6.86438,10.75654,7.82959,7.176514,8.393834,8.173286,8.915154
9.35516,7.66862,7.478882,7.404402,7.674023,8.279652,8.555664,7.201904,7.495703,7.709891,7.915951,6.997656,7.042236,7.45012,7.769531,6.943685,7.768276,7.191298,7.550406,7.252197,8.638672,7.447428,7.058594,7.416138,7.12915,6.780518,9.399264,7.413493,7.114502,9.040876,7.53342,8.975126
9.129215,7.761393,7.538452,7.384731,7.67373,9.002841,8.929077,7.539551,7.719141,7.60784,7.868164,6.902881,6.878255,7.516151,7.522816,6.812174,7.398158,7.361003,7.378606,7.136719,8.17832,7.281738,7.582682,6.979614,7.10022,6.993286,9.541917,7.539144,7.22583,8.168666,8.107422,8.468061
8.540656,7.780469,7.434814,7.294468,7.476367,7.863903,8.144897,7.13501,7.471354,7.727888,7.488867,7.026123,7.118164,7.163687,7.981534,6.690755,6.937779,7.190213,7.183368,7.184326,8.940039,7.82487,6.859592,7.213135,7.378418,6.94873,8.917067,7.233317,6.941895,8.96153,7.627604,8.479952
8.55073,8.295378,7.436646,7.414342,7.91123,7.533647,7.794434,7.473226,7.722135,7.892997,8.03737,7.064258,7.012288,7.311899,7.902344,6.651367,8.056083,7.200087,7.133188,7.44043,7.904492,7.383626,7.086697,7.119751,7.567017,7.037964,10.10817,7.448324,6.875244,8.290423,7.869249,9.06227
8.92388,7.839844,7.704102,7.302699,7.737305,7.551136,8.206421,7.209147,7.523503,7.437919,7.793099,7.193848,6.991618,7.321439,7.785423,6.601237,7.748186,6.983724,7.304838,7.449219,8.389063,7.497884,7.027018,7.102661,7.39502,6.783081,9.486178,7.362467,7.032715,8.702009,7.45421,9.51327
9.261102,7.643294,7.735229,7.540213,7.671289,8.830256,9.236206,7.682536,7.480143,7.482561,8.309701,7.199707,6.788249,7.358173,7.682262,6.520508,8.108956,7.029839,7.221379,7.183105,7.742969,7.275065,6.976671,7.270142,7.311768,6.751221,10.15317,7.631836,7.21875,8.241804,8.063368,8.558766
8.644942,7.56901,7.992554,7.427874,7.674609,7.717773,7.87439,7.567057,7.364128,7.602609,7.920833,7.086523,6.989583,7.243465,7.647727,6.847982,7.721819,7.213542,7.380033,7.098633,8.357227,7.294759,7.105903,7.40625,7.233643,6.898193,9.252479,7.37736,6.98877,8.891846,8.215386,9.10949
9.193771,8.341667,8.095337,7.29963,7.547266,8.143732,9.030518,7.677083,8.050326,7.901228,8.133008,7.084473,7.153646,7.335337,7.552557,6.611979,8.406948,7.255968,7.461764,7.04834,8.018945,7.252279,7.180339,7.363037,7.950439,7.150757,9.34668,7.817546,7.300049,8.629325,8.773438,9.333065
8.745528,7.697721,7.600708,7.320243,7.514648,7.862482,7.537476,6.990397,7.525716,7.415527,7.289583,6.938477,6.775391,7.449069,7.455078,6.944336,7.56236,7.403646,7.407377,7.04834,8.429492,7.524251,7.075087,7.21582,7.645508,6.934326,8.757813,7.306478,7.278076,8.672991,7.451714,9.336799
9.28382,7.959831,7.659302,7.405727,7.622852,8.753729,8.786133,7.37736,7.538932,7.353446,7.74681,6.985791,7.008952,7.580754,7.540572,6.751628,7.167411,7.030273,7.564453,7.394775,8.704102,7.534668,7.202908,6.990601,8.560059,6.921143,9.43412,8.072998,7.282227,8.601458,8.576823,9.269589
9.352488,8.592318,7.379517,7.452776,7.613184,8.605291,9.192749,7.353353,7.334245,7.767718,7.835612,6.88208,7.086995,7.540865,7.763849,6.780924,7.806362,6.988824,7.64701,7.492676,9.029297,7.520182,6.914822,7.191406,8.14624,6.920044,9.517578,7.931559,7.490723,8.81386,8.679579,9.88534
8.517784,7.735482,7.930542,7.410993,7.612402,7.517933,7.954956,7.257894,7.472591,8.225516,7.786979,7.19458,7.144531,7.145433,7.753462,6.604167,7.071847,6.880642,7.079177,7.481934,8.4875,7.608887,6.876519,7.065063,7.058594,6.771606,9.351412,7.617106,7.119873,8.446673,7.858941,8.256376
8.9669,7.519336,7.495605,7.295027,7.739355,7.506303,8.852051,7.21403,7.603711,8.012695,7.571094,7.144385,7.09611,7.368765,8.092418,6.813802,7.108119,6.950846,7.04973,7.567871,8.535547,7.604004,6.878364,7.054321,7.428345,6.803955,8.910983,7.228027,7.1875,9.075753,7.538411,9.019761
9.077354,8.310807,7.681641,7.578892,7.604102,7.438299,9.017822,8.250895,8.098958,8.339286,8.345052,7.107373,7.081787,7.335337,7.690163,6.542318,8.211077,6.927843,7.228365,7.768555,8.429297,7.544108,6.851128,7.104248,8.049683,6.920898,9.988131,7.904948,7.416016,8.512312,8.440538,9.317498
8.586811,7.311914,7.995972,7.523542,7.547363,7.785334,8.342285,7.531331,7.401823,7.327776,7.622721,7.023926,6.98877,7.295673,7.674006,6.670898,8.319615,7.232422,7.208158,7.09668,8.148633,7.387207,6.77908,7.103271,7.35144,6.871704,9.652644,7.575521,7.191162,8.085868,7.05447,8.272059
9.549085,7.733008,7.501099,7.484794,7.673242,8.565252,9.581177,7.874919,7.941927,7.537737,7.952865,7.010596,6.998535,7.547626,7.530096,6.689779,7.427455,6.786241,7.137094,7.02002,8.390625,7.549154,6.97602,7.249634,7.756714,6.765869,10.51255,7.800537,7.523926,8.262277,8.639865,8.776425
9.098273,7.558333,7.38147,7.310268,7.68623,8.959606,8.57666,7.168945,7.453646,7.429967,7.514453,7.072852,6.938151,7.539138,7.755859,6.607096,7.682896,7.080946,7.54079,7.031494,7.923633,7.292643,6.839193,6.970703,7.410645,6.722412,8.746169,7.287598,7.169922,8.526018,7.426215,9.343693
9.032432,7.788737,7.716064,7.351318,7.467969,8.299716,9.005249,7.769206,7.32832,7.984724,7.83776,7.1021,7.190186,7.550105,7.520952,6.765951,7.636161,7.057834,7.237004,7.217773,8.657422,7.339355,6.91135,7.35376,7.733398,6.840942,9.73137,7.601318,7.323242,7.930629,8.2398,9.406422
9.32134,7.55931,7.661621,7.364188,7.670801,8.086914,8.984497,7.277588,7.585156,7.393973,7.765951,6.918359,6.762288,7.583308,7.779386,6.55599,8.066685,7.179796,7.677659,7.092773,8.676953,7.384928,6.975586,6.874023,7.582642,6.828735,9.582407,7.563151,6.821777,8.075928,7.62066,8.888327
9.582648,7.736719,7.630981,7.504116,7.663672,8.877397,10.34131,7.870361,8.04069,7.87207,8.007031,7.003662,7.060547,7.909405,7.53125,6.443685,7.660156,7.028429,8.459059,7.314697,8.567578,7.401693,6.949436,7.130249,7.534546,6.683716,10.16436,7.922201,7.361816,8.366316,8.898112,8.90085
8.94043,7.365365,7.659424,7.295619,7.682031,7.911665,9.189209,7.163981,7.403255,7.556431,7.918945,7.121777,7.123128,7.270358,7.815962,6.510091,7.873047,7.17806,7.426908,7.341309,8.398242,7.217122,6.897569,7.275757,7.2771,6.988159,9.767578,7.517253,7.529785,8.409005,7.659614,9.413373
9.784231,8.032878,7.171509,7.513218,7.871094,8.741655,9.993774,7.97762,7.958268,7.593331,8.618229,7.017285,6.874268,7.791617,7.687766,6.544271,8.369001,6.8227,7.858173,7.101807,8.106055,7.559408,7.133355,6.999512,7.450684,6.871948,10.82257,7.857178,7.557129,8.526576,8.73546,9.316808
9.058851,7.615299,7.303101,7.596819,7.532715,7.571378,9.187378,7.304362,7.666471,7.351842,7.960482,6.944434,6.796224,7.204778,7.85174,6.552083,7.285854,7.213759,7.353591,7.067871,8.344336,7.259603,7.206597,6.939697,6.987549,6.860718,9.212365,7.327962,6.900635,8.320592,7.773112,8.114947
9.634714,8.126953,7.694214,7.600935,7.635742,8.184038,9.442627,7.796305,7.710352,7.684989,7.885156,7.146631,7.075846,7.315505,7.826882,6.876628,7.373744,7.042535,7.157527,7.395752,8.3375,7.631836,6.965929,7.224609,8.255737,6.85376,9.866061,8.215983,7.256592,8.403216,8.625,9.530905
9.608398,8.569141,7.5896,7.265172,7.812012,8.524325,8.685669,7.299723,7.548568,7.551618,7.975391,6.992969,6.941081,7.368239,7.573065,6.882487,9.00865,7.057834,7.357272,6.937744,8.117188,7.25293,6.77322,7.044922,7.333008,6.926025,10.09255,7.920573,7.128418,8.594343,7.74924,8.854665
9.162315,7.877799,7.824463,7.359305,7.75957,8.195046,8.749634,7.973145,7.869466,7.33531,8.481445,7.191064,6.821289,7.216572,7.286133,6.469727,7.931362,6.886176,7.174805,7.483154,8.066992,7.666829,7.077257,7.310547,7.148315,6.727661,10.2796,7.727132,7.395752,8.077741,8.211697,8.945083
9.106548,7.532422,7.391846,7.225028,7.521289,8.425515,9.452881,7.225749,7.521029,7.410086,7.856836,7.071875,6.863932,7.517803,7.658469,6.74349,7.865513,7.21441,7.485352,7.176025,8.094922,7.540853,6.813151,7.035034,7.543335,6.960571,10.29139,7.985026,7.307373,8.273856,7.741645,8.333582
9.48787,7.768359,7.62854,7.433768,7.851172,8.777788,10.05396,8.058838,7.902148,7.666992,8.22487,7.140869,6.756836,7.777194,7.588512,6.704427,7.658203,7.227648,7.255108,7.696533,8.017188,7.667806,6.841471,7.080933,7.65332,6.763306,10.84473,8.256592,7.139404,8.405273,8.887044,8.585478
8.895456,7.321419,7.731934,7.527448,7.483301,7.233665,8.224121,7.245036,7.419987,7.24986,7.389714,7.138379,7.032064,7.39393,7.567649,6.907878,7.236189,7.201714,7.348032,7.194824,8.329883,7.044596,7.139106,7.160767,7.458252,6.862671,9.613056,7.397054,7.194336,8.37507,7.555556,8.467659
9.752981,7.945898,7.365112,7.354388,7.832813,9.130593,10.32178,7.786133,7.86224,8.005999,7.608529,6.893896,6.940999,7.509691,7.881303,6.968099,6.859794,6.925456,7.164964,7.015137,8.948828,7.567546,7.134115,7.334106,7.890503,6.802246,10.5181,7.873047,7.030273,8.634312,9.135091,8.892521
8.194799,7.277604,7.539917,7.396066,7.483008,7.758967,7.812134,6.983236,7.447591,7.609096,7.348958,7.066699,7.049886,7.382813,7.676669,6.523763,7.238281,7.106771,7.043269,6.823486,8.315039,7.094889,6.966146,7.066528,7.057617,6.884521,9.130108,7.228109,7.189697,8.515974,7.286892,7.807904
8.550781,8.306836,7.450073,7.598145,7.901367,6.984109,7.821533,8.061523,8.120833,7.592564,8.110352,7.076221,6.859619,7.187725,7.742188,6.588867,7.027902,6.96875,7.113582,7.208496,8.21875,7.511068,6.902995,6.831177,7.283447,6.742554,10.68352,7.537109,7.059326,7.952881,7.906793,8.85116
9.380654,7.868945,7.306152,7.136161,7.684082,7.271396,8.114624,7.342692,7.675195,7.611119,7.99668,7.017871,6.977702,7.244141,8.148171,7.343099,7.841518,7.027018,6.859901,7.835938,7.937109,7.449382,6.962782,7.013184,7.608765,7.199829,9.728666,7.64209,7.328125,8.284319,7.248372,8.425149
9.218442,7.874219,7.354858,7.424351,7.780664,8.453746,9.202515,7.783773,7.933529,7.342146,8.762565,6.952783,6.864583,7.435622,7.545987,6.665039,7.979771,7.119032,7.186148,7.231934,8.159375,7.367513,7.058594,7.260864,7.435547,6.832886,10.66001,7.593994,7.319824,8.410017,8.525282,8.975873
8.341951,7.263216,7.714233,7.227958,7.647461,7.493874,8.519897,7.26945,7.301432,7.228655,7.736523,7.270117,6.973714,7.425481,7.679865,6.646484,7.357282,7.191406,6.968299,7.614502,8.795508,7.660807,7.049588,7.096191,7.545654,6.800049,9.684946,7.489339,7.278809,8.143694,7.229818,8.279986
9.033049,7.432292,7.825806,7.426758,7.414941,8.939897,9.757202,7.952881,7.426758,7.743513,7.716276,7.100537,6.953613,7.677058,7.650124,6.61263,7.500977,7.106011,7.130709,7.624268,8.330078,7.711426,7.212565,7.054077,7.159058,6.64502,10.35051,7.867594,7.531982,8.189069,8.589084,8.520393
